id;date;enfant_id;type_demande;heure_depart;lieu_depart;lieu_arrivee;distance_km;duree_estimee;cout_taxi_estime
TRA_3924;06/10/2024;ENF_116;Consultation spécialisée;18:45;Castanet-Tolosan;Pibrac;22;30;64
TRA_3925;06/10/2024;ENF_100;Transport scolaire;12:00;L'Union;Saint-Gaudens;30;120;73
TRA_3926;06/10/2024;ENF_061;Loisirs encadrés;19:00;Pins-Justaret;Colomiers;6;30;61
TRA_3927;06/10/2024;ENF_079;Consultation spécialisée;15:30;Balma;Portet-sur-Garonne;5;45;37
TRA_3928;06/10/2024;ENF_158;Transport scolaire;09:15;Cugnaux;Villefranche de Lauragais;17;60;45
TRA_3929;06/10/2024;ENF_099;Rendez-vous médical;17:00;Balma;Clinique Saint-Jean;29;90;65
TRA_3930;06/10/2024;ENF_013;Transport d'urgence;12:15;Blagnac;Portet-sur-Garonne;48;15;52
TRA_3931;06/10/2024;ENF_194;Transport scolaire;15:15;Fonsorbes;Saint-Gaudens;16;60;76
TRA_3932;06/10/2024;ENF_162;Audience tribunal;16:00;Saint-Gaudens;Balma;35;120;52
TRA_3933;06/10/2024;ENF_102;Formation professionnelle;13:00;Fonsorbes;Saint-Orens-de-Gameville;29;120;52
TRA_3934;06/10/2024;ENF_013;Loisirs encadrés;15:15;Blagnac;Blagnac;16;30;62
TRA_3935;06/10/2024;ENF_199;Activité thérapeutique;16:00;Balma;Colomiers;33;120;41
TRA_3936;06/10/2024;ENF_199;Audience tribunal;10:15;Balma;Castanet-Tolosan;5;60;57
TRA_3937;06/10/2024;ENF_084;Réunion éducative;10:00;Saint-Gaudens;Saint-Gaudens;10;15;70
TRA_3938;06/10/2024;ENF_184;Audience tribunal;19:00;Ramonville-Saint-Agne;Lèguevin;44;90;66
TRA_3939;06/10/2024;ENF_009;Visite éducative;18:00;Pibrac;Muret;24;45;78
TRA_3940;06/10/2024;ENF_016;Loisirs encadrés;10:15;Muret;Plaisance-du-Touch;25;30;69
TRA_3941;06/10/2024;ENF_114;Réunion éducative;10:00;Cugnaux;L'Union;49;60;71
TRA_3942;06/10/2024;ENF_092;Loisirs encadrés;15:00;Muret;Cornebarrieu;43;120;76
TRA_3943;06/10/2024;ENF_148;Transport d'urgence;08:15;Fonsorbes;Plaisance-du-Touch;29;60;67
TRA_3944;06/10/2024;ENF_094;Formation professionnelle;14:30;L'Union;Balma;15;45;72
TRA_3945;07/10/2024;ENF_070;Réunion éducative;15:45;Cugnaux;Saint-Gaudens;19;30;46
TRA_3946;07/10/2024;ENF_139;Audience tribunal;10:00;Pibrac;Lèguevin;20;180;54
TRA_3947;07/10/2024;ENF_138;Rendez-vous médical;15:30;Pibrac;Balma;23;180;35
TRA_3948;07/10/2024;ENF_009;Activité thérapeutique;12:30;Pibrac;L'Union;12;90;59
TRA_3949;07/10/2024;ENF_184;Audience tribunal;14:00;Ramonville-Saint-Agne;L'Union;43;180;36
TRA_3950;07/10/2024;ENF_048;Formation professionnelle;18:00;Toulouse;Tournefeuille;18;45;58
TRA_3951;07/10/2024;ENF_081;Loisirs encadrés;11:00;Pibrac;Fonsorbes;15;90;53
TRA_3952;07/10/2024;ENF_077;Transport scolaire;11:15;Plaisance-du-Touch;Saint-Gaudens;21;60;51
TRA_3953;07/10/2024;ENF_039;Formation professionnelle;15:45;Lèguevin;Pibrac;36;60;62
TRA_3954;07/10/2024;ENF_023;Formation professionnelle;11:45;Tournefeuille;Plaisance-du-Touch;26;120;66
TRA_3955;07/10/2024;ENF_166;Activité thérapeutique;08:30;Saint-Orens-de-Gameville;Tournefeuille;25;180;78
TRA_3956;07/10/2024;ENF_093;Réunion éducative;19:30;Toulouse;Plaisance-du-Touch;44;30;71
TRA_3957;07/10/2024;ENF_023;Transport scolaire;13:45;Tournefeuille;Saint-Gaudens;15;90;41
TRA_3958;07/10/2024;ENF_153;Activité thérapeutique;17:15;Fonsorbes;Colomiers;29;30;53
TRA_3959;07/10/2024;ENF_112;Visite éducative;08:15;L'Union;Ramonville-Saint-Agne;23;45;50
TRA_3960;07/10/2024;ENF_037;Formation professionnelle;09:30;Saint-Orens-de-Gameville;Plaisance-du-Touch;29;30;26
TRA_3961;07/10/2024;ENF_159;Formation professionnelle;10:15;Toulouse;Pibrac;6;180;24
TRA_3962;07/10/2024;ENF_148;Audience tribunal;16:15;Fonsorbes;Frouzins;42;45;22
TRA_3963;07/10/2024;ENF_026;Visite familiale encadrée;12:30;Saint-Orens-de-Gameville;Blagnac;49;180;26
TRA_3964;07/10/2024;ENF_004;Visite familiale encadrée;19:15;Pibrac;L'Union;17;45;78
TRA_3965;07/10/2024;ENF_137;Visite éducative;18:45;Tournefeuille;Muret;30;45;28
TRA_3966;08/10/2024;ENF_018;Visite familiale encadrée;14:15;Pins-Justaret;Cornebarrieu;20;30;42
TRA_3967;08/10/2024;ENF_046;Consultation psychologique;19:00;Fonsorbes;Toulouse;15;30;32
TRA_3968;08/10/2024;ENF_007;Consultation psychologique;18:30;Frouzins;Tournefeuille;19;180;64
TRA_3969;08/10/2024;ENF_131;Activité thérapeutique;10:30;Saint-Orens-de-Gameville;Colomiers;22;90;56
TRA_3970;08/10/2024;ENF_066;Transport d'urgence;14:00;Colomiers;Frouzins;41;120;61
TRA_3971;08/10/2024;ENF_016;Consultation spécialisée;18:30;Muret;Blagnac;40;15;32
TRA_3972;08/10/2024;ENF_073;Rendez-vous médical;14:30;Fonsorbes;Clinique Saint-Jean;49;60;24
TRA_3973;08/10/2024;ENF_031;Transport scolaire;09:15;Tournefeuille;Toulouse;33;15;66
TRA_3974;08/10/2024;ENF_077;Visite familiale encadrée;19:00;Plaisance-du-Touch;Muret;47;45;76
TRA_3975;08/10/2024;ENF_123;Loisirs encadrés;12:45;Plaisance-du-Touch;Lèguevin;5;120;54
TRA_3976;08/10/2024;ENF_100;Consultation spécialisée;11:45;L'Union;Pibrac;29;60;28
TRA_3977;08/10/2024;ENF_066;Visite éducative;11:15;Colomiers;Tournefeuille;18;120;69
TRA_3978;08/10/2024;ENF_051;Transport scolaire;10:00;L'Union;Saint-Gaudens;8;45;58
TRA_3979;08/10/2024;ENF_165;Audience tribunal;15:30;Castanet-Tolosan;Cornebarrieu;47;60;67
TRA_3980;08/10/2024;ENF_073;Audience tribunal;08:00;Fonsorbes;Portet-sur-Garonne;15;90;29
TRA_3981;08/10/2024;ENF_107;Visite éducative;18:30;Pibrac;Cugnaux;47;60;78
TRA_3982;08/10/2024;ENF_118;Transport d'urgence;11:15;Ramonville-Saint-Agne;Lèguevin;39;15;46
TRA_3983;08/10/2024;ENF_013;Transport d'urgence;19:15;Blagnac;Toulouse;14;180;32
TRA_3984;08/10/2024;ENF_004;Consultation psychologique;11:15;Pibrac;Lèguevin;8;60;66
TRA_3985;08/10/2024;ENF_115;Loisirs encadrés;11:15;Saint-Orens-de-Gameville;Saint-Orens-de-Gameville;31;120;42
TRA_3986;08/10/2024;ENF_165;Transport d'urgence;18:45;Castanet-Tolosan;Muret;32;60;52
TRA_3987;08/10/2024;ENF_024;Rendez-vous médical;11:15;Toulouse;Balma;35;90;66
TRA_3988;09/10/2024;ENF_095;Consultation spécialisée;14:00;Ramonville-Saint-Agne;Ramonville-Saint-Agne;47;180;29
TRA_3989;09/10/2024;ENF_024;Consultation psychologique;12:30;Toulouse;Balma;26;30;29
TRA_3990;09/10/2024;ENF_044;Loisirs encadrés;14:00;Balma;Balma;7;180;41
TRA_3991;09/10/2024;ENF_200;Transport scolaire;11:00;Lèguevin;Saint-Gaudens;48;30;35
TRA_3992;09/10/2024;ENF_011;Réunion éducative;14:15;Ramonville-Saint-Agne;Pibrac;34;30;51
TRA_3993;09/10/2024;ENF_191;Réunion éducative;08:30;Saint-Orens-de-Gameville;Portet-sur-Garonne;33;30;33
TRA_3994;09/10/2024;ENF_133;Visite familiale encadrée;09:00;Toulouse;Cornebarrieu;5;180;61
TRA_3995;09/10/2024;ENF_186;Réunion éducative;11:15;Portet-sur-Garonne;Colomiers;41;180;75
TRA_3996;09/10/2024;ENF_164;Réunion éducative;12:00;Saint-Gaudens;Ramonville-Saint-Agne;29;30;68
TRA_3997;09/10/2024;ENF_078;Transport scolaire;09:15;Balma;Toulouse;41;90;33
TRA_3998;09/10/2024;ENF_083;Consultation psychologique;09:30;Tournefeuille;Balma;10;90;71
TRA_3999;09/10/2024;ENF_137;Audience tribunal;10:30;Tournefeuille;Tournefeuille;44;30;55
TRA_4000;09/10/2024;ENF_052;Transport scolaire;19:15;Toulouse;Toulouse;15;90;72
TRA_4001;09/10/2024;ENF_050;Transport d'urgence;19:15;Castanet-Tolosan;Saint-Orens-de-Gameville;47;120;29
TRA_4002;09/10/2024;ENF_081;Consultation psychologique;15:00;Pibrac;Colomiers;11;180;63
TRA_4003;09/10/2024;ENF_019;Formation professionnelle;12:15;Portet-sur-Garonne;Saint-Orens-de-Gameville;29;30;34
TRA_4004;09/10/2024;ENF_089;Consultation spécialisée;19:30;Fonsorbes;Castanet-Tolosan;28;45;50
TRA_4005;09/10/2024;ENF_079;Consultation psychologique;16:15;Balma;Cugnaux;38;30;64
TRA_4006;09/10/2024;ENF_133;Formation professionnelle;16:00;Toulouse;Tournefeuille;12;120;41
TRA_4007;09/10/2024;ENF_185;Transport d'urgence;15:45;Muret;Muret;47;30;54
TRA_4008;10/10/2024;ENF_165;Visite éducative;12:30;Castanet-Tolosan;Cornebarrieu;32;90;43
TRA_4009;10/10/2024;ENF_131;Consultation psychologique;13:45;Saint-Orens-de-Gameville;Colomiers;16;180;34
TRA_4010;10/10/2024;ENF_168;Rendez-vous médical;09:00;Blagnac;Balma;22;180;71
TRA_4011;10/10/2024;ENF_075;Transport scolaire;10:45;Frouzins;Villefranche de Lauragais;35;120;45
TRA_4012;10/10/2024;ENF_019;Loisirs encadrés;13:00;Portet-sur-Garonne;Tournefeuille;9;30;25
TRA_4013;10/10/2024;ENF_038;Consultation spécialisée;14:30;Fonsorbes;Toulouse;8;60;22
TRA_4014;10/10/2024;ENF_116;Réunion éducative;15:30;Castanet-Tolosan;Tournefeuille;37;30;58
TRA_4015;10/10/2024;ENF_120;Audience tribunal;09:30;Pins-Justaret;Frouzins;29;15;69
TRA_4016;10/10/2024;ENF_089;Formation professionnelle;12:00;Fonsorbes;Saint-Orens-de-Gameville;17;120;49
TRA_4017;10/10/2024;ENF_170;Formation professionnelle;09:30;Ramonville-Saint-Agne;Lèguevin;19;90;64
TRA_4018;10/10/2024;ENF_176;Visite éducative;08:30;Fonsorbes;Lèguevin;19;15;69
TRA_4019;10/10/2024;ENF_007;Visite éducative;10:15;Frouzins;Blagnac;47;45;77
TRA_4020;10/10/2024;ENF_078;Loisirs encadrés;11:15;Balma;Tournefeuille;11;45;47
TRA_4021;10/10/2024;ENF_131;Loisirs encadrés;19:30;Saint-Orens-de-Gameville;Fonsorbes;39;90;76
TRA_4022;10/10/2024;ENF_059;Rendez-vous médical;11:45;Fonsorbes;Clinique Saint-Jean;15;90;32
TRA_4023;10/10/2024;ENF_021;Visite familiale encadrée;12:45;Pins-Justaret;Tournefeuille;29;120;46
TRA_4024;10/10/2024;ENF_094;Formation professionnelle;09:15;L'Union;Lèguevin;40;180;33
TRA_4025;10/10/2024;ENF_034;Transport scolaire;09:00;Ramonville-Saint-Agne;Toulouse;40;120;34
TRA_4026;13/10/2024;ENF_080;Audience tribunal;15:30;Pibrac;Castanet-Tolosan;13;30;37
TRA_4027;13/10/2024;ENF_093;Consultation psychologique;18:00;Toulouse;Lèguevin;16;45;61
TRA_4028;13/10/2024;ENF_053;Activité thérapeutique;16:00;Fonsorbes;Plaisance-du-Touch;15;45;22
TRA_4029;13/10/2024;ENF_197;Audience tribunal;19:15;Colomiers;Lèguevin;16;45;39
TRA_4030;13/10/2024;ENF_063;Loisirs encadrés;12:15;Saint-Gaudens;Ramonville-Saint-Agne;19;90;74
TRA_4031;13/10/2024;ENF_164;Visite éducative;11:45;Saint-Gaudens;Castanet-Tolosan;23;180;46
TRA_4032;13/10/2024;ENF_088;Activité thérapeutique;14:15;Saint-Orens-de-Gameville;Pins-Justaret;21;60;26
TRA_4033;13/10/2024;ENF_042;Visite familiale encadrée;13:15;Pibrac;Balma;40;45;50
TRA_4034;13/10/2024;ENF_195;Transport d'urgence;09:15;Saint-Orens-de-Gameville;Portet-sur-Garonne;43;60;22
TRA_4035;13/10/2024;ENF_170;Transport d'urgence;17:00;Ramonville-Saint-Agne;Toulouse;11;90;47
TRA_4036;13/10/2024;ENF_137;Activité thérapeutique;09:00;Tournefeuille;Saint-Gaudens;36;45;60
TRA_4037;13/10/2024;ENF_117;Activité thérapeutique;19:30;Tournefeuille;Saint-Orens-de-Gameville;13;120;35
TRA_4038;13/10/2024;ENF_014;Transport scolaire;16:45;Blagnac;Villefranche de Lauragais;27;30;68
TRA_4039;13/10/2024;ENF_077;Consultation psychologique;16:15;Plaisance-du-Touch;Fonsorbes;8;60;71
TRA_4040;13/10/2024;ENF_158;Audience tribunal;17:45;Cugnaux;Cugnaux;41;90;49
TRA_4041;13/10/2024;ENF_067;Consultation psychologique;12:15;Frouzins;Plaisance-du-Touch;19;180;57
TRA_4042;13/10/2024;ENF_020;Consultation spécialisée;14:45;Ramonville-Saint-Agne;Colomiers;33;180;37
TRA_4043;13/10/2024;ENF_101;Consultation psychologique;15:00;Toulouse;Pins-Justaret;24;45;75
TRA_4044;13/10/2024;ENF_146;Transport scolaire;18:30;Balma;Toulouse;40;180;24
TRA_4045;13/10/2024;ENF_163;Consultation psychologique;08:30;Saint-Orens-de-Gameville;Plaisance-du-Touch;27;30;20
TRA_4046;13/10/2024;ENF_098;Consultation psychologique;12:00;Colomiers;Pins-Justaret;35;90;76
TRA_4047;13/10/2024;ENF_098;Consultation psychologique;14:30;Colomiers;Colomiers;32;60;43
TRA_4048;14/10/2024;ENF_112;Visite éducative;08:45;L'Union;Cugnaux;14;90;64
TRA_4049;14/10/2024;ENF_065;Visite familiale encadrée;13:30;Cugnaux;Colomiers;49;180;43
TRA_4050;14/10/2024;ENF_098;Transport scolaire;08:00;Colomiers;Toulouse;20;60;44
TRA_4051;14/10/2024;ENF_093;Rendez-vous médical;16:45;Toulouse;Toulouse;46;60;20
TRA_4052;14/10/2024;ENF_078;Transport d'urgence;16:15;Balma;Saint-Orens-de-Gameville;36;90;49
TRA_4053;14/10/2024;ENF_097;Transport scolaire;18:00;L'Union;Villefranche de Lauragais;16;180;24
TRA_4054;14/10/2024;ENF_179;Audience tribunal;19:00;Portet-sur-Garonne;Fonsorbes;18;60;50
TRA_4055;14/10/2024;ENF_077;Réunion éducative;17:45;Plaisance-du-Touch;Toulouse;40;30;32
TRA_4056;14/10/2024;ENF_151;Loisirs encadrés;17:45;Muret;Saint-Orens-de-Gameville;23;90;26
TRA_4057;14/10/2024;ENF_097;Consultation psychologique;09:00;L'Union;Fonsorbes;11;60;57
TRA_4058;14/10/2024;ENF_136;Visite éducative;18:30;L'Union;Ramonville-Saint-Agne;21;30;38
TRA_4059;14/10/2024;ENF_066;Réunion éducative;13:30;Colomiers;Cugnaux;17;15;62
TRA_4060;14/10/2024;ENF_130;Audience tribunal;13:15;Toulouse;Castanet-Tolosan;15;120;74
TRA_4061;14/10/2024;ENF_090;Transport d'urgence;13:15;Saint-Orens-de-Gameville;Plaisance-du-Touch;9;180;27
TRA_4062;14/10/2024;ENF_108;Audience tribunal;12:45;Castanet-Tolosan;Pibrac;17;60;49
TRA_4063;14/10/2024;ENF_191;Activité thérapeutique;14:00;Saint-Orens-de-Gameville;Blagnac;48;90;46
TRA_4064;14/10/2024;ENF_065;Réunion éducative;19:00;Cugnaux;Pins-Justaret;37;30;55
TRA_4065;14/10/2024;ENF_094;Consultation spécialisée;17:00;L'Union;Pibrac;28;30;61
TRA_4066;14/10/2024;ENF_127;Activité thérapeutique;17:15;Frouzins;Fonsorbes;20;45;22
TRA_4067;15/10/2024;ENF_130;Réunion éducative;09:15;Toulouse;Lèguevin;31;30;31
TRA_4068;15/10/2024;ENF_129;Consultation spécialisée;09:00;Saint-Gaudens;Muret;47;120;30
TRA_4069;15/10/2024;ENF_068;Visite éducative;17:15;Lèguevin;Cornebarrieu;13;45;26
TRA_4070;15/10/2024;ENF_126;Loisirs encadrés;11:15;Castanet-Tolosan;Portet-sur-Garonne;49;15;67
TRA_4071;15/10/2024;ENF_116;Activité thérapeutique;18:00;Castanet-Tolosan;Cugnaux;12;45;44
TRA_4072;15/10/2024;ENF_041;Rendez-vous médical;12:00;Pins-Justaret;Clinique Saint-Jean;44;90;63
TRA_4073;15/10/2024;ENF_105;Consultation spécialisée;19:30;Toulouse;Saint-Orens-de-Gameville;7;90;76
TRA_4074;15/10/2024;ENF_123;Réunion éducative;16:30;Plaisance-du-Touch;Plaisance-du-Touch;42;30;47
TRA_4075;15/10/2024;ENF_119;Formation professionnelle;12:45;Pibrac;L'Union;6;60;55
TRA_4076;15/10/2024;ENF_081;Visite éducative;18:15;Pibrac;Portet-sur-Garonne;33;90;30
TRA_4077;15/10/2024;ENF_034;Réunion éducative;17:45;Ramonville-Saint-Agne;Cugnaux;19;120;67
TRA_4078;15/10/2024;ENF_057;Transport scolaire;16:00;Blagnac;Villefranche de Lauragais;42;90;70
TRA_4079;15/10/2024;ENF_107;Consultation psychologique;19:30;Pibrac;Pins-Justaret;19;45;77
TRA_4080;15/10/2024;ENF_119;Transport scolaire;10:15;Pibrac;Saint-Gaudens;14;60;73
TRA_4081;15/10/2024;ENF_178;Audience tribunal;14:45;L'Union;Fonsorbes;38;90;73
TRA_4082;15/10/2024;ENF_142;Visite familiale encadrée;09:15;Fonsorbes;Toulouse;14;120;59
TRA_4083;15/10/2024;ENF_023;Consultation psychologique;14:00;Tournefeuille;Saint-Gaudens;20;90;71
TRA_4084;15/10/2024;ENF_104;Visite éducative;08:00;L'Union;Cugnaux;16;180;59
TRA_4085;15/10/2024;ENF_082;Réunion éducative;13:45;Cugnaux;Lèguevin;42;180;78
TRA_4086;15/10/2024;ENF_155;Transport scolaire;12:30;Castanet-Tolosan;Toulouse;5;30;44
TRA_4087;16/10/2024;ENF_103;Visite éducative;09:45;Castanet-Tolosan;Muret;8;15;73
TRA_4088;16/10/2024;ENF_157;Activité thérapeutique;08:00;Cugnaux;Ramonville-Saint-Agne;42;90;41
TRA_4089;16/10/2024;ENF_177;Visite familiale encadrée;15:30;Fonsorbes;Muret;22;120;55
TRA_4090;16/10/2024;ENF_017;Transport scolaire;12:30;Cornebarrieu;Toulouse;7;180;48
TRA_4091;16/10/2024;ENF_133;Consultation psychologique;13:30;Toulouse;Cornebarrieu;47;90;50
TRA_4092;16/10/2024;ENF_173;Réunion éducative;11:45;Pibrac;Plaisance-du-Touch;25;180;67
TRA_4093;16/10/2024;ENF_191;Transport d'urgence;09:00;Saint-Orens-de-Gameville;Toulouse;19;30;23
TRA_4094;16/10/2024;ENF_057;Loisirs encadrés;19:30;Blagnac;Cugnaux;34;180;61
TRA_4095;16/10/2024;ENF_088;Consultation spécialisée;15:15;Saint-Orens-de-Gameville;Cugnaux;11;180;69
TRA_4096;16/10/2024;ENF_024;Rendez-vous médical;18:00;Toulouse;Toulouse;21;15;44
TRA_4097;16/10/2024;ENF_039;Formation professionnelle;08:45;Lèguevin;Cugnaux;5;15;33
TRA_4098;16/10/2024;ENF_011;Activité thérapeutique;16:30;Ramonville-Saint-Agne;Portet-sur-Garonne;25;90;45
TRA_4099;16/10/2024;ENF_080;Visite familiale encadrée;13:45;Pibrac;L'Union;32;15;69
TRA_4100;16/10/2024;ENF_015;Formation professionnelle;15:30;Tournefeuille;Pibrac;33;30;23
TRA_4101;16/10/2024;ENF_079;Formation professionnelle;19:00;Balma;Saint-Orens-de-Gameville;49;15;35
TRA_4102;16/10/2024;ENF_098;Réunion éducative;12:30;Colomiers;Saint-Gaudens;44;180;48
TRA_4103;16/10/2024;ENF_008;Consultation spécialisée;11:45;Tournefeuille;Colomiers;21;120;59
TRA_4104;16/10/2024;ENF_094;Formation professionnelle;11:00;L'Union;Cugnaux;26;15;22
TRA_4105;16/10/2024;ENF_179;Transport scolaire;17:00;Portet-sur-Garonne;Saint-Gaudens;21;30;37
TRA_4106;16/10/2024;ENF_158;Consultation spécialisée;15:45;Cugnaux;Ramonville-Saint-Agne;49;15;34
TRA_4107;17/10/2024;ENF_127;Audience tribunal;18:30;Frouzins;Plaisance-du-Touch;49;90;42
TRA_4108;17/10/2024;ENF_160;Rendez-vous médical;18:00;Balma;Clinique Saint-Jean;43;60;27
TRA_4109;17/10/2024;ENF_153;Consultation spécialisée;12:45;Fonsorbes;Blagnac;12;60;64
TRA_4110;17/10/2024;ENF_176;Réunion éducative;08:00;Fonsorbes;L'Union;6;180;54
TRA_4111;17/10/2024;ENF_021;Visite familiale encadrée;08:15;Pins-Justaret;Balma;12;30;58
TRA_4112;17/10/2024;ENF_148;Visite éducative;13:00;Fonsorbes;Castanet-Tolosan;43;60;67
TRA_4113;17/10/2024;ENF_127;Consultation psychologique;10:30;Frouzins;Cornebarrieu;34;45;58
TRA_4114;17/10/2024;ENF_124;Visite éducative;15:30;Pibrac;Lèguevin;43;120;24
TRA_4115;17/10/2024;ENF_080;Consultation psychologique;12:30;Pibrac;Lèguevin;20;180;31
TRA_4116;17/10/2024;ENF_001;Consultation psychologique;12:45;L'Union;Fonsorbes;14;60;53
TRA_4117;17/10/2024;ENF_199;Transport scolaire;08:00;Balma;Villefranche de Lauragais;17;15;22
TRA_4118;17/10/2024;ENF_083;Visite éducative;08:15;Tournefeuille;Saint-Orens-de-Gameville;15;120;30
TRA_4119;17/10/2024;ENF_029;Audience tribunal;08:45;Tournefeuille;Toulouse;32;45;26
TRA_4120;17/10/2024;ENF_086;Visite éducative;11:30;Lèguevin;L'Union;31;45;20
TRA_4121;17/10/2024;ENF_001;Activité thérapeutique;15:00;L'Union;Lèguevin;39;60;48
TRA_4122;17/10/2024;ENF_186;Consultation psychologique;19:45;Portet-sur-Garonne;Fonsorbes;30;90;57
TRA_4123;17/10/2024;ENF_182;Réunion éducative;18:00;Saint-Orens-de-Gameville;Colomiers;40;90;72
TRA_4124;17/10/2024;ENF_043;Consultation spécialisée;16:00;Toulouse;Castanet-Tolosan;33;60;24
TRA_4125;17/10/2024;ENF_200;Visite éducative;09:00;Lèguevin;Blagnac;41;15;65
TRA_4126;17/10/2024;ENF_040;Transport scolaire;10:45;Tournefeuille;Saint-Gaudens;6;120;47
TRA_4127;20/10/2024;ENF_054;Visite familiale encadrée;14:00;L'Union;Ramonville-Saint-Agne;23;45;67
TRA_4128;20/10/2024;ENF_199;Réunion éducative;09:00;Balma;Blagnac;26;120;43
TRA_4129;20/10/2024;ENF_086;Rendez-vous médical;19:00;Lèguevin;Clinique Saint-Jean;21;180;73
TRA_4130;20/10/2024;ENF_080;Transport d'urgence;11:45;Pibrac;Fonsorbes;17;15;44
TRA_4131;20/10/2024;ENF_156;Transport d'urgence;16:00;Saint-Orens-de-Gameville;Pins-Justaret;44;90;50
TRA_4132;20/10/2024;ENF_127;Audience tribunal;15:45;Frouzins;Toulouse;14;120;57
TRA_4133;20/10/2024;ENF_132;Consultation psychologique;18:30;Saint-Orens-de-Gameville;Frouzins;18;30;28
TRA_4134;20/10/2024;ENF_194;Transport scolaire;16:45;Fonsorbes;Villefranche de Lauragais;48;90;72
TRA_4135;20/10/2024;ENF_189;Consultation spécialisée;19:45;Frouzins;Pins-Justaret;40;15;31
TRA_4136;20/10/2024;ENF_058;Loisirs encadrés;17:45;Cugnaux;Blagnac;47;180;76
TRA_4137;20/10/2024;ENF_146;Réunion éducative;08:30;Balma;Balma;24;90;30
TRA_4138;20/10/2024;ENF_020;Consultation spécialisée;08:15;Ramonville-Saint-Agne;Toulouse;8;15;60
TRA_4139;20/10/2024;ENF_023;Transport d'urgence;14:00;Tournefeuille;Balma;29;60;51
TRA_4140;20/10/2024;ENF_069;Audience tribunal;08:45;Ramonville-Saint-Agne;Muret;13;30;78
TRA_4141;20/10/2024;ENF_188;Consultation spécialisée;09:30;Colomiers;Frouzins;49;120;59
TRA_4142;20/10/2024;ENF_095;Réunion éducative;19:15;Ramonville-Saint-Agne;Frouzins;35;120;43
TRA_4143;20/10/2024;ENF_183;Visite familiale encadrée;09:00;Balma;Colomiers;30;30;52
TRA_4144;20/10/2024;ENF_065;Visite familiale encadrée;09:15;Cugnaux;Castanet-Tolosan;24;90;31
TRA_4145;20/10/2024;ENF_054;Rendez-vous médical;18:45;L'Union;Balma;49;90;75
TRA_4146;21/10/2024;ENF_041;Consultation psychologique;10:45;Pins-Justaret;Colomiers;23;60;66
TRA_4147;21/10/2024;ENF_161;Loisirs encadrés;12:30;Blagnac;Lèguevin;8;15;48
TRA_4148;21/10/2024;ENF_185;Réunion éducative;18:00;Muret;Castanet-Tolosan;38;180;36
TRA_4149;21/10/2024;ENF_109;Réunion éducative;18:15;Cugnaux;Colomiers;16;30;34
TRA_4150;21/10/2024;ENF_011;Visite éducative;14:15;Ramonville-Saint-Agne;Lèguevin;10;180;71
TRA_4151;21/10/2024;ENF_073;Visite familiale encadrée;11:00;Fonsorbes;Pins-Justaret;10;15;27
TRA_4152;21/10/2024;ENF_200;Transport scolaire;10:30;Lèguevin;Saint-Gaudens;9;15;50
TRA_4153;21/10/2024;ENF_162;Transport d'urgence;19:15;Saint-Gaudens;L'Union;9;15;27
TRA_4154;21/10/2024;ENF_175;Audience tribunal;13:30;Toulouse;Lèguevin;44;30;52
TRA_4155;21/10/2024;ENF_036;Visite éducative;11:30;Ramonville-Saint-Agne;Tournefeuille;32;60;43
TRA_4156;21/10/2024;ENF_078;Loisirs encadrés;14:30;Balma;Portet-sur-Garonne;10;30;65
TRA_4157;21/10/2024;ENF_075;Audience tribunal;12:15;Frouzins;Saint-Orens-de-Gameville;27;30;42
TRA_4158;21/10/2024;ENF_100;Audience tribunal;08:30;L'Union;Pibrac;21;45;26
TRA_4159;21/10/2024;ENF_192;Réunion éducative;19:45;Balma;Plaisance-du-Touch;49;90;59
TRA_4160;21/10/2024;ENF_171;Visite familiale encadrée;18:45;Castanet-Tolosan;Pins-Justaret;44;120;69
TRA_4161;21/10/2024;ENF_052;Visite familiale encadrée;19:45;Toulouse;Blagnac;12;180;49
TRA_4162;21/10/2024;ENF_028;Formation professionnelle;14:30;Saint-Orens-de-Gameville;Castanet-Tolosan;33;120;38
TRA_4163;21/10/2024;ENF_198;Consultation spécialisée;17:45;Saint-Orens-de-Gameville;Toulouse;35;30;23
TRA_4164;21/10/2024;ENF_087;Visite éducative;09:15;Castanet-Tolosan;L'Union;25;45;47
TRA_4165;21/10/2024;ENF_171;Consultation psychologique;10:00;Castanet-Tolosan;Saint-Gaudens;44;15;61
TRA_4166;21/10/2024;ENF_005;Transport d'urgence;17:00;Lèguevin;Colomiers;47;120;41
TRA_4167;22/10/2024;ENF_015;Visite familiale encadrée;17:30;Tournefeuille;Saint-Orens-de-Gameville;38;60;58
TRA_4168;22/10/2024;ENF_007;Rendez-vous médical;11:15;Frouzins;Clinique Saint-Jean;32;120;69
TRA_4169;22/10/2024;ENF_026;Audience tribunal;17:00;Saint-Orens-de-Gameville;Pibrac;32;45;43
TRA_4170;22/10/2024;ENF_163;Transport scolaire;08:30;Saint-Orens-de-Gameville;Toulouse;24;60;22
TRA_4171;22/10/2024;ENF_080;Activité thérapeutique;15:00;Pibrac;Frouzins;49;15;36
TRA_4172;22/10/2024;ENF_198;Consultation spécialisée;09:15;Saint-Orens-de-Gameville;Ramonville-Saint-Agne;45;120;38
TRA_4173;22/10/2024;ENF_019;Transport d'urgence;09:00;Portet-sur-Garonne;Plaisance-du-Touch;26;15;44
